1.261004, 103.699931,
1.261025, 103.699869,
1.261049, 103.699826,
1.261061, 103.699784,
1.261096, 103.699733,
1.261123, 103.699674,
1.261177, 103.699631,
1.261225, 103.699601,
1.261273, 103.699596,
1.261345, 103.699615,
1.261412, 103.699669,
1.261468, 103.699731,
1.261508, 103.699798,
1.261562, 103.699870,
1.261640, 103.699956,
1.261704, 103.700028,
1.261752, 103.700098,
1.261803, 103.700176,
1.261857, 103.700262,
1.261919, 103.700337,
1.261940, 103.700390,
1.261945, 103.700430,
1.262294, 103.700666,
1.262157, 103.700564,
1.262039, 103.700481,
1.262294, 103.700666,
1.262393, 103.700741,
1.262532, 103.700864,
1.262661, 103.700971,
1.262790, 103.701078,
1.262903, 103.701196,
1.263045, 103.701325,
1.263115, 103.701427,
1.263195, 103.701529,
1.263366, 103.701695,
1.263596, 103.701876,
1.263794, 103.702058,
1.264041, 103.702256,
1.264304, 103.702449,
1.264540, 103.702674,
1.264765, 103.702840,
1.265028, 103.703006,
1.265291, 103.703145,
1.265559, 103.703295,
1.265811, 103.703418,
1.266020, 103.703397,
1.266240, 103.703531,
1.266471, 103.703569,
1.266745, 103.703590,
1.267013, 103.703601,
1.267335, 103.703639,
1.267630, 103.703666,
1.267941, 103.703768,
1.268134, 103.703966,
1.268300, 103.704218,
1.268445, 103.704481,
1.268574, 103.704722,
1.268655, 103.704885,
1.268752, 103.705065,
1.268873, 103.705258,
1.268948, 103.705424,
1.269018, 103.705558,
1.269098, 103.705692,
1.269098, 103.705692,
1.269192, 103.705845,
1.269275, 103.705993,
1.269363, 103.706175,
1.269419, 103.706282,
1.269510, 103.706440,
1.269580, 103.706574,
1.269652, 103.706727,
1.269711, 103.706856,
1.269797, 103.707006,
1.269891, 103.707140,
1.269977, 103.707282,
1.270082, 103.707432,
1.270205, 103.707569,
1.270293, 103.707682,
1.270395, 103.707800,
1.270524, 103.707910,
1.270650, 103.707999,
1.270755, 103.708096,
1.270881, 103.708193,
1.271010, 103.708273,
1.271176, 103.708353,
1.271310, 103.708442,
1.271487, 103.708506,
1.271651, 103.708576,
1.271823, 103.708627,
1.271989, 103.708670,
1.272169, 103.708694,
1.272298, 103.708726,
1.272478, 103.708761,
1.272642, 103.708796,
1.272811, 103.708826,
1.272811, 103.708826,
1.273146, 103.708893,
1.273331, 103.708923,
1.273551, 103.708966,
1.273744, 103.708998,
1.273929, 103.709017,
1.274114, 103.709049,
1.274302, 103.709079,
1.274471, 103.709127,
1.274672, 103.709186,
1.274844, 103.709266,
1.275013, 103.709352,
1.275182, 103.709481,
1.275319, 103.709586,
1.275480, 103.709707,
1.275617, 103.709852,
1.275697, 103.709959,
1.275761, 103.710056,
1.275849, 103.710198,
1.275940, 103.710348,
1.275996, 103.710485,
1.276068, 103.710643,
1.276103, 103.710772,
1.276170, 103.710936,
1.276229, 103.711075,
1.276291, 103.711206,
1.276331, 103.711343,
1.276407, 103.711514,
1.276458, 103.711648,
1.276517, 103.711774,
1.276557, 103.711887,
1.276611, 103.712043,
1.276662, 103.712169,
1.276708, 103.712290,
1.276770, 103.712424,
1.276821, 103.712550,
1.276904, 103.712703,
1.276931, 103.712826,
1.276989, 103.712951,
1.277045, 103.713099,
1.277109, 103.713233,
1.277152, 103.713356,
1.277206, 103.713479,
1.277262, 103.713600,
1.277310, 103.713726,
1.277364, 103.713879,
1.277436, 103.714029,
1.277508, 103.714203,
1.277564, 103.714369,
1.277634, 103.714525,
1.277685, 103.714670,
1.277741, 103.714801,
1.277813, 103.714951,
1.277859, 103.715104,
1.277926, 103.715225,
1.278001, 103.715421,
1.278089, 103.715560,
1.278140, 103.715716,
1.279715, 103.718517,
1.279669, 103.718579,
1.279634, 103.718633,
1.279580, 103.718665,
1.279532, 103.718716,
1.279473, 103.718780,
1.279403, 103.718858,
1.279341, 103.718928,
1.279271, 103.718982,
1.279196, 103.719057,
1.279156, 103.719092,
1.279127, 103.719132,
1.279076, 103.719180,
1.278996, 103.719263,
1.278952, 103.719319,
1.278888, 103.719381,
1.278818, 103.719443,
1.278770, 103.719505,
1.278698, 103.719564,
1.278658, 103.719612,
1.278578, 103.719692,
1.278511, 103.719759,
1.278414, 103.719850,
1.278363, 103.719912,
1.278304, 103.719966,
1.278253, 103.720028,
1.278167, 103.720098,
1.278097, 103.720178,
1.278038, 103.720245,
1.277982, 103.720301,
1.277928, 103.720360,
1.277880, 103.720414,
1.277829, 103.720468,
1.277767, 103.720514,
1.277697, 103.720589,
1.277654, 103.720648,
1.277600, 103.720696,
1.277544, 103.720776,
1.277464, 103.720846,
1.277394, 103.720913,
1.277338, 103.720983,
1.277241, 103.721061,
1.277139, 103.721147,
1.277042, 103.721276,
1.276964, 103.721346,
1.276908, 103.721418,
1.276841, 103.721474,
1.276771, 103.721546,
1.276717, 103.721602,
1.276653, 103.721672,
1.276615, 103.721718,
1.276537, 103.721785,
1.276475, 103.721849,
1.276416, 103.721913,
1.276336, 103.721991,
1.276280, 103.722063,
1.276229, 103.722117,
1.276171, 103.722170,
1.276101, 103.722240,
1.276047, 103.722302,
1.275980, 103.722369,
1.275908, 103.722423,
1.275836, 103.722522,
1.275780, 103.722573,
1.275713, 103.722627,
1.275643, 103.722686,
1.275589, 103.722756,
1.275541, 103.722796,
1.275450, 103.722898,
1.275383, 103.722970,
1.275321, 103.723032,
1.275259, 103.723083,
1.275221, 103.723134,
1.275151, 103.723161,
1.275119, 103.723231,
1.275047, 103.723309,
1.274993, 103.723344,
1.274945, 103.723411,
1.274867, 103.723478,
1.274813, 103.723558,
1.274738, 103.723622,
1.274671, 103.723681,
1.274604, 103.723764,
1.274550, 103.723823,
1.274478, 103.723895,
1.274407, 103.723969,
1.274261, 103.724118,
1.274181, 103.724209,
1.274122, 103.724284,
1.274015, 103.724375,
1.273967, 103.724450,
1.273865, 103.724520,
1.273795, 103.724622,
1.273682, 103.724740,
1.273602, 103.724831,
1.273463, 103.724981,
1.273350, 103.725094,
1.273264, 103.725207,
1.273001, 103.725410,
1.272926, 103.725499,
1.272862, 103.725561,
1.272792, 103.725636,
1.272722, 103.725692,
1.272660, 103.725751,
1.272609, 103.725823,
1.272553, 103.725874,




